"slug","english_title","chinese_name","review_state","pack_count","packs","modrinth_url"
"better-compressed-blocks","Better Compressed Blocks","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/better-compressed-blocks"
"better-end-sky","Better End Sky","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/better-end-sky"
"better-f1-reborn","Better F1 Reborn","","unreviewed","1","cobbleverse","https://modrinth.com/mod/better-f1-reborn"
"better-nether-map","Better Nether Map","","unreviewed","1","cobbleverse","https://modrinth.com/mod/better-nether-map"
"better-ping-display","Better Ping Display [Forge/NeoForge]","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/better-ping-display"
"better-safe-bed","Better Safe Bed","","unreviewed","1","create_plus","https://modrinth.com/mod/better-safe-bed"
"better-selection","Better Selection","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/better-selection"
"better-than-bunnies","Better Than Bunnies","","unreviewed","1","nonagon","https://modrinth.com/mod/better-than-bunnies"
"better-than-llamas","Better Than Llamas","","unreviewed","1","nonagon","https://modrinth.com/mod/better-than-llamas"
"better-than-mending","Better Than Mending","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/better-than-mending"
"better-world-loading","Better World Loading","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/better-world-loading"
"bettertrims","BetterTrims","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/bettertrims"
"bigshot","Bigshot","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/bigshot"
"biolith","Biolith","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/biolith"
"biome-replacer","Biome Replacer","","unreviewed","1","cobbleverse","https://modrinth.com/mod/biome-replacer"
"bl4cks-sit","Sit","","unreviewed","1","create_plus","https://modrinth.com/mod/bl4cks-sit"
"block-runner","Block Runner","","unreviewed","1","create_plus","https://modrinth.com/mod/block-runner"
"block-swap","Block Swap","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/block-swap"
"blue-skies","Blue Skies","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/blue-skies"
"blur-forge","Blur Forge (Unofficial)","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/blur-forge"
"blur-plus","Blur+","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/blur-plus"
"bobby","Bobby","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/bobby"
"borderless-mining","Borderless Mining","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/borderless-mining"
"botania","Botania","植物魔法 (Botania)","curated","1","prominence-2-fabric","https://modrinth.com/mod/botania"
"brb","Better Recipe Book","","unreviewed","1","cobbleverse","https://modrinth.com/mod/brb"
"build-guide","Build Guide","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/build-guide"
"building-wands","Building Wands","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/building-wands"
"bulk-villager-trading","Bulk Villager Trading","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/bulk-villager-trading"
"cable-fixes-for-prom","Cable Fixes for Prom","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/cable-fixes-for-prom"
"cake-chomps","Cake Chomps","","unreviewed","1","create_plus","https://modrinth.com/mod/cake-chomps"
"calcmod","CalcMod","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/calcmod"
"camera-utils","Camera Utils","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/camera-utils"
"cape-provider","Cape Provider","","unreviewed","1","fabulously-optimized","https://modrinth.com/mod/cape-provider"
"carved-wood","Carved Wood","","unreviewed","1","cobbleverse","https://modrinth.com/mod/carved-wood"
"casualness-delight","Casualness Delight","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/casualness-delight"
"cat_jam","cat_jam","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/cat_jam"
"catch-indicator","Catch Indicator [Cobblemon Addon]","","unreviewed","1","cobbleverse","https://modrinth.com/mod/catch-indicator"
"catch-rate-display","Cobblemon Catch Rate Display","","unreviewed","1","cobbleverse","https://modrinth.com/mod/catch-rate-display"
"cave-dust","Cave Dust","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/cave-dust"
"cc-tweaked","CC: Tweaked","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/cc-tweaked"
"cccbridge","CC:C Bridge","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/cccbridge"
"cea","Custom Entity Attributes (CEA)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/cea"
"chalk-mod","Chalk","","unreviewed","1","create_plus","https://modrinth.com/mod/chalk-mod"
"charm-forked","Charm Forked","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/charm-forked"
"chat-tools","Chat Tools","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/chat-tools"
"chatnotify","Chat Notify","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/chatnotify"
"chatshot","ChatShot","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/chatshot"
"chipped-express","Chipped Express","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/chipped-express"
"chunk-save-fix","Chunk Save Fix","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/chunk-save-fix"
"chunky","Chunky","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/chunky"
"cia","Custom Item Attributes (CIA)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/cia"
"cicada","CICADA","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/cicada"
"cinderscapes","Cinderscapes","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/cinderscapes"
"clayworks","Clayworks","","unreviewed","1","create_plus","https://modrinth.com/mod/clayworks"
"clickthrough","ClickThrough","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/clickthrough"
"clickthrough+","ClickThrough Plus","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/clickthrough+"
"cobblecuisine","CobbleCuisine","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblecuisine"
"cobbledollars","CobbleDollars [Cobblemon Addon]","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobbledollars"
"cobblefurnies","CobbleFurnies","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblefurnies"
"cobblemon-additions","Cobblemon additions","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblemon-additions"
"cobblemon-battle-extras","Cobblemon Battle Extras","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblemon-battle-extras"
"cobblemon-better-pokedex-scanner","Cobblemon Better Pokedex Scanner","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblemon-better-pokedex-scanner"
"cobblemon-capture-xp","Cobblemon Capture XP","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblemon-capture-xp"
"cobblemon-fight-or-flight","Cobblemon - Fight or Flight","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/cobblemon-fight-or-flight"
"cobblemon-fight-or-flight-reborn","Cobblemon Fight or Flight Reborn","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblemon-fight-or-flight-reborn"
"cobblemon-mega-showdown","Cobblemon: Mega Showdown","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblemon-mega-showdown"
"cobblemon-pasture-loot","Cobblemon Pasture Loot","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblemon-pasture-loot"
"cobblemon-playerxp","Cobblemon: PlayerXP","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblemon-playerxp"
"cobblemon-pokenav","Cobblemon PokeNav","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblemon-pokenav"
"cobblemon-safepastures","Cobblemon: SafePastures","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblemon-safepastures"
"cobblemon-tim-core","Cobblemon Tim Core","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblemon-tim-core"
"cobblemonraiddens","Cobblemon Raid Dens","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobblemonraiddens"
"cobblepedia","Cobblemon Poképedia: Cobblepedia","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/cobblepedia"
"cobbleverse-badges","COBBLEVERSE: Badges & Trophies","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobbleverse-badges"
"cobbreeding","Cobbreeding","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cobbreeding"
"cobweb","Cobweb","","unreviewed","1","create_plus","https://modrinth.com/mod/cobweb"
"codechickencore-unofficial","CodeChickenCore Unofficial 1.7.10","","unreviewed","1","heropack-verse-fiskheroes-server","https://modrinth.com/mod/codechickencore-unofficial"
"codechickenlib-unofficial","CodeChickenLib Unofficial 1.7.10","","unreviewed","1","heropack-verse-fiskheroes-server","https://modrinth.com/mod/codechickenlib-unofficial"
"cofh-core","CoFH Core","","unreviewed","1","create_plus","https://modrinth.com/mod/cofh-core"
"colorwheel-patcher","Colorwheel Patcher","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/colorwheel-patcher"
"combat-effects","Combat Effects","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/combat-effects"
"combat-roll","Combat Roll","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/combat-roll"
"common-network","Common Network","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/common-network"
"companion","Companion 🐕","","unreviewed","1","create_plus","https://modrinth.com/mod/companion"
"completeconfig","CompleteConfig","","unreviewed","1","nonagon","https://modrinth.com/mod/completeconfig"
"configmanager","Config Manager","","unreviewed","1","fabulously-optimized","https://modrinth.com/mod/configmanager"
"configurable","Configurable","","unreviewed","1","cobbleverse","https://modrinth.com/mod/configurable"
"connectedness","Connectedness","","unreviewed","1","create_plus","https://modrinth.com/mod/connectedness"
"connectiblechains","Connectible Chains [Fabric]","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/connectiblechains"
"controlify","Controlify (Controller support)","","unreviewed","1","fabulously-optimized","https://modrinth.com/mod/controlify"
"convenient-decor","Convenient Decor","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/convenient-decor"
"copper-hopper","Copper Hopper","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/copper-hopper"
"corgilib","CorgiLib","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/corgilib"
"corn-delight","Corn Delight","","unreviewed","1","create_plus","https://modrinth.com/mod/corn-delight"
"corpse","Corpse","尸体 (Corpse)","curated","1","create_plus","https://modrinth.com/mod/corpse"
"cosmetic-armor","Cosmetic Armor","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/cosmetic-armor"
"cozy-home","Lucky's Cozy Home: Refurnished","","unreviewed","1","cobbleverse","https://modrinth.com/mod/cozy-home"
"crabbers-delight","Crabber's Delight","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/crabbers-delight"
"craterlib","CraterLib","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/craterlib"
"crawl","Crawl","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/crawl"
"crawl-on-demand","Crawl on Demand","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/crawl-on-demand"
"create-alloyed","Alloyed","","unreviewed","1","create_plus","https://modrinth.com/mod/create-alloyed"
"create-ca","Create: Components and Additions","","unreviewed","1","create_plus","https://modrinth.com/mod/create-ca"
"create-confectionery","Create Confectionery","","unreviewed","1","create_plus","https://modrinth.com/mod/create-confectionery"
"create-crystal-clear","Create: Crystal Clear","","unreviewed","1","create_plus","https://modrinth.com/mod/create-crystal-clear"
"create-deco","Create Deco","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/create-deco"
"create-design-n-decor","Create: Design n' Decor","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/create-design-n-decor"
"create-diesel-generators","Create: Diesel Generators","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/create-diesel-generators"
"create-estrogen","Create: Estrogen","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/create-estrogen"
"create-fabric","Create Fabric","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/create-fabric"
"create-fabric-sodium-fix","Create Fabric Sodium Fix","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/create-fabric-sodium-fix"
"create-factory","Create: Factory","","unreviewed","1","create_plus","https://modrinth.com/mod/create-factory"
"create-jetpack","Create Jetpack","","unreviewed","1","create_plus","https://modrinth.com/mod/create-jetpack"
"create-mechanical-extruder","Create Mechanical Extruder","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/create-mechanical-extruder"
"create-mechanical-spawner","Create Mechanical Spawner","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/create-mechanical-spawner"
"create-misc-and-things","Create: Misc and Things","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/create-misc-and-things"
"create-molten-vents","Create: Molten Vents","","unreviewed","1","create_plus","https://modrinth.com/mod/create-molten-vents"
"create-new-age","Create: New Age","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/create-new-age"
"create-pattern-schematics","Create: Pattern Schematics","","unreviewed","1","create_plus","https://modrinth.com/mod/create-pattern-schematics"
"create-power-loader","Create: Power Loader","","unreviewed","1","create_plus","https://modrinth.com/mod/create-power-loader"
"create-questing","Create Questing","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/create-questing"
"create-stuff-additions","Create Stuff 'N Additions","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/create-stuff-additions"
"create-the-salt","Create : The Salt","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/create-the-salt"
"create-trading-floor","Create: Trading floor","","unreviewed","1","create_plus","https://modrinth.com/mod/create-trading-floor"
"create-tweaked-controllers","Create: Tweaked Controllers","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/create-tweaked-controllers"
"created-music-discs","Created Music Discs","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/created-music-discs"
"creatures_squared","Creatures²","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/creatures_squared"
"creeper-firework","Creeper Firework","","unreviewed","1","create_plus","https://modrinth.com/mod/creeper-firework"
"cuisine-delight","Cuisine Delight","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/cuisine-delight"
"cultural-delights-fabric","Cultural Delights [Fabric]","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/cultural-delights-fabric"
"curious-lanterns","Curious Lanterns","","unreviewed","1","create_plus","https://modrinth.com/mod/curious-lanterns"
"custom-splash-screen","Custom Splash Screen","","unreviewed","1","cobbleverse","https://modrinth.com/mod/custom-splash-screen"
"custom-tooltip-api","Custom Tooltip API","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/custom-tooltip-api"
"custom-villager-trades","Custom Villager Trades","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/custom-villager-trades"
"customizable-elytra","Customizable Elytra","","unreviewed","1","create_plus","https://modrinth.com/mod/customizable-elytra"
"customskinloader","CustomSkinLoader","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/customskinloader"
"cynosure","Cynosure","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/cynosure"
"dark-paintings","Dark Paintings","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/dark-paintings"
"dark-utilities","Dark Utilities","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/dark-utilities"
"dark-window-bar","Dark Window Bar","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/dark-window-bar"
"daycounter","Day Counter (Original)","","unreviewed","1","nonagon","https://modrinth.com/mod/daycounter"
"dcwa","Disable Custom Worlds Advice","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/dcwa"
"death-knell","Death Knell","","unreviewed","1","create_plus","https://modrinth.com/mod/death-knell"
"death-knights","Death Knights (RPG Series)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/death-knights"
"deep-aether","Deep Aether","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/deep-aether"
"deeper-oceans","Deeper Oceans","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/deeper-oceans"
"defaultworldtype","Default World Type","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/defaultworldtype"
"derelict","Mim1q's Derelict","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/derelict"
"despawning-eggs-hatch","Despawning Eggs Hatch","","unreviewed","1","create_plus","https://modrinth.com/mod/despawning-eggs-hatch"
"detail-armor-bar","Detail Armor Bar","","unreviewed","1","create_plus","https://modrinth.com/mod/detail-armor-bar"
"deuf-refabricated","DEUF Refabricated","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/deuf-refabricated"
"diagonal-walls","Diagonal Walls","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/diagonal-walls"
"difficulty-lock","Difficulty Lock","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/difficulty-lock"
"distanthorizons","Distant Horizons","远景 (Distant Horizons)","extended","1","distant-horizons-iris-shaders","https://modrinth.com/mod/distanthorizons"
"distinct-potions","Distinct Potions","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/distinct-potions"
"dolphin-fix","dolphin-fix","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/dolphin-fix"
"domestication-innovation","Domestication Innovation","","unreviewed","1","create_plus","https://modrinth.com/mod/domestication-innovation"
"double-doors","Double Doors","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/double-doors"
"dragon-mounts-legacy","Dragon Mounts: Legacy","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/dragon-mounts-legacy"
"dragon-mounts-patches","Dragon Mounts Patches","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/dragon-mounts-patches"
"dragonloot","DragonLoot","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/dragonloot"
"dripsounds","Drip Sounds","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/dripsounds"
"dungeons-and-taverns-ancient-city-overhaul","Dungeons and Taverns Ancient City Overhaul","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/dungeons-and-taverns-ancient-city-overhaul"
"dynamic-lights","Dynamic Lights","","unreviewed","1","nonagon","https://modrinth.com/mod/dynamic-lights"
"dynamic-trees-biomes-o-plenty","Dynamic Trees - Biomes O' Plenty","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/dynamic-trees-biomes-o-plenty"
"dynamic-trees-quark","Dynamic Trees - Quark","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/dynamic-trees-quark"
"dynamiccrosshaircompat","Dynamic Crosshair Compat","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/dynamiccrosshaircompat"
"dynamictrees","Dynamic Trees","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/dynamictrees"
"dynamictreesplus","Dynamic Trees Plus","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/dynamictreesplus"
"easier-sleeping","Easier Sleeping","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/easier-sleeping"
"easy-shulker-boxes","Easy Shulker Boxes","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/easy-shulker-boxes"
"easy-villagers","Easy Villagers","","unreviewed","1","create_plus","https://modrinth.com/mod/easy-villagers"
"eating-animation","Eating Animation","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/eating-animation"
"ecologics","Ecologics","","unreviewed","1","create_plus","https://modrinth.com/mod/ecologics"
"eden-ring-reforked","Eden Ring Reforked","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/eden-ring-reforked"
"edf-remastered","Ender Dragon Fight Remastered","","unreviewed","1","nonagon","https://modrinth.com/mod/edf-remastered"
"eldritch-end","Eldritch End","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/eldritch-end"
"elevatormod","ElevatorMod","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/elevatormod"
"elysium-api","Elysium API","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/elysium-api"
"emi-compat","EMI Compat","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/emi-compat"
"emienchants","EMI Enchants","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/emienchants"
"emoji-type","Emoji Type","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/emoji-type"
"enchanted-arsenal","[TACZ]Enchanted Arsenal","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/enchanted-arsenal"
"enchanted-vertical-slabs","Enchanted Vertical Slabs","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/enchanted-vertical-slabs"
"enchanted-witchcraft","Enchanted: Witchcraft","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/enchanted-witchcraft"
"ender-pearl-swap","Ender Pearl Swap","","unreviewed","1","create_plus","https://modrinth.com/mod/ender-pearl-swap"
"ender-relay-ff","Ender Relay","","unreviewed","1","create_plus","https://modrinth.com/mod/ender-relay-ff"
"endergetic","The Endergetic Expansion","","unreviewed","1","create_plus","https://modrinth.com/mod/endergetic"
"enderman-overhaul","Enderman Overhaul","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/enderman-overhaul"
"enhanced-attack-indicator","Enhanced Attack Indicator","","unreviewed","1","cobblemon-fabric","https://modrinth.com/mod/enhanced-attack-indicator"
"enhancedvisuals","EnhancedVisuals","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/enhancedvisuals"
"entity-collision-fps-fix","Entity Collision FPS Fix","","unreviewed","1","create_plus","https://modrinth.com/mod/entity-collision-fps-fix"
"essential","Essential Mod","Essential Mod","extended","1","prominence-2-fabric","https://modrinth.com/mod/essential"
"estrogen","Estrogen","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/estrogen"
"eternal-attributes","Eternal Attributes","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/eternal-attributes"
"euphonium","Euphonium","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/euphonium"
"exlines-copper-equipment","Exline's Copper Equipment","","unreviewed","1","nonagon","https://modrinth.com/mod/exlines-copper-equipment"
"explorers-compass","Explorer's Compass","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/explorers-compass"
"exposure","Exposure","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/exposure"
"extended-ae","Extended AE","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/extended-ae"
"extended-bone-meal","Extended Bone Meal","","unreviewed","1","create_plus","https://modrinth.com/mod/extended-bone-meal"
"extended-cogwheels","Create: Extended Cogwheels","","unreviewed","1","create_plus","https://modrinth.com/mod/extended-cogwheels"
"extra-rpg-attributes","Extra RPG Attributes","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/extra-rpg-attributes"
"extra-thicc-packets","Extra Thicc Packets","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/extra-thicc-packets"
"extracompat","Extra Compat","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/extracompat"
"fabric-seasons","Fabric Seasons","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/fabric-seasons"
"fabric-seasons-delight-compat","Fabric Seasons: Delight Compat","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/fabric-seasons-delight-compat"
"fabric-seasons-extras","Fabric Seasons: Extras","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/fabric-seasons-extras"
"fabrishot","Fabrishot","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/fabrishot"
"fakedate","Fake Date","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/fakedate"
"fakerlib","FakerLib","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/fakerlib"
"fallingleavesforge","Falling Leaves (NeoForge/Forge)","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/fallingleavesforge"
"farmers-cutting-quark","Farmer's Cutting: Quark","","unreviewed","1","create_plus","https://modrinth.com/mod/farmers-cutting-quark"
"farmers-delight-fabric","[Deprecated] Farmer's Delight [Fabric]","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/farmers-delight-fabric"
"fast-scrolling","Fast Scrolling","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/fast-scrolling"
"fastanim","FastAnim","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/fastanim"
"fastquit","FastQuit","","unreviewed","1","fabulously-optimized","https://modrinth.com/mod/fastquit"
"festive-delight","Festive Delight - Christmas eve","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/festive-delight"
"figura","Figura","","unreviewed","1","create_plus","https://modrinth.com/mod/figura"
"findme","FindMe","","unreviewed","1","create_plus","https://modrinth.com/mod/findme"
"fiskheroes","Fisk's Superheroes","","unreviewed","1","heropack-verse-fiskheroes-server","https://modrinth.com/mod/fiskheroes"
"fluidlogged","Fluidlogged","","unreviewed","1","create_plus","https://modrinth.com/mod/fluidlogged"
"fogoverrides","Fog Overrides","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/fogoverrides"
"forcemaster-rpg-class","Forcemaster (RPG Series Plus)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/forcemaster-rpg-class"
"forgeshot","Forgeshot","","unreviewed","1","create_plus","https://modrinth.com/mod/forgeshot"
"forgiving-void","Forgiving Void","","unreviewed","1","cobbleverse","https://modrinth.com/mod/forgiving-void"
"freecam","Freecam","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/freecam"
"friendly-fire","Friendly Fire","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/friendly-fire"
"frostiful","Frostiful","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/frostiful"
"fullstack-watchdog","FullStack Watchdog","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/fullstack-watchdog"
"fzzy-core","Fzzy Core","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/fzzy-core"
"gallery","Gallery","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/gallery"
"galosphere","Galosphere","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/galosphere"
"gamma-utils","Gamma Utils (Fullbright)","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/gamma-utils"
"gardens-of-the-dead","Gardens of the Dead","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/gardens-of-the-dead"
"geckoanimfix","Iris/Oculus & GeckoLib Compat","","unreviewed","1","create_plus","https://modrinth.com/mod/geckoanimfix"
"geophilic-backport","Geophilic Backport","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/geophilic-backport"
"geotagged-screenshots","Geotagged Screenshots","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/geotagged-screenshots"
"glassbreaker","Glass Breaker","","unreviewed","1","create_plus","https://modrinth.com/mod/glassbreaker"
"global-server-config","Global Server Config","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/global-server-config"
"gnetum","Gnetum","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/gnetum"
"golem-spawn-fix","Golem Spawn Fix","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/golem-spawn-fix"
"gputape","GPUBooster","","unreviewed","1","create_plus","https://modrinth.com/mod/gputape"
